 ลำดับ, ชื่อท้องถิ่น, อำเภอ, จังหวัด, พื้นที่ (ตร.กม.), ปชก.ณ 30กันยายน62, ภาษีที่ดินและสิ่งปลูกสร้าง, ภาษีโรงเรือนและที่ดิน, ภาษีบำรุงท้องที่, ภาษีป้าย, อากรการฆ่าสัตว์, อากรรังนกอีแอ่น, ภาษีบำรุง อบจ. จากสถานค้าปลีกยาสูบ, ภาษีบำรุง อบจ. จากสถานค้าปลีกน้ำมัน, ค่าธรรมเนียมบำรุง อบจ. จากผู้เข้าพักโรงแรม, ค่าธรรมเนียม, ทรัพย์สิน, สาธารณูปโภค, เบ็ดเตล็ด, รวมรายได้จัดเก็บเอง, ภาษีและค่าธรรมเนียมรถยนต์หรือล้อเลื่อน, -  ภาษีมูลค่าเพิ่มที่จัดเก็บตามประมวลรัษฎากร 5%(อบจ),  - ภาษีมูลค่าเพิ่มตามกฎหมายท้องถิ่น,  - ภาษีมูลค่าเพิ่มตาม พ.ร.บ.กำหนดแผนฯ, ภาษีธุรกิจเฉพาะ, ภาษีสุรา, ภาษีสรรพสามิต, ภาษีการพนัน, ภาษียาสูบ, อากรประมง, ค่าภาคหลวงไม้, ค่าภาคหลวงแร่, ค่าภาคหลวงปิโตรเลียม, รายได้จากกฎหมายอุทยานแห่งชาติ, ค่าธรรมเนียมน้ำบาดาล, ค่าธรรมเนียมการจดทะเบียนสิทธิและนิติกรรมตามประมวลกฎหมายที่ดิน, ภาษีจัดสรรอื่น, รวมรายได้จากรัฐจัดสรร, เงินอุดหนุนทั่วไป, เงินอุดหนุนเฉพาะกิจ, รายได้จากเงินอุดหนุน, รวมรายได้ทั้งสิ้น
  657 , เทศบาลเมืองจันทบุรี, เมืองจันทบุรี, จันทบุรี,  10.25 ,"  23,111.00 ","  2,710,690.93 ",  788.00 ,  -   ,"  7,553,762.00 ","  372,020.00 ",  -   ,  -   ,  -   ,  -   ,"  34,171,218.29 ","  7,469,044.97 ","  4,173,555.30 ","  4,988,842.02 ","  61,439,921.51 ","  1,823,764.55 ",  -   ,"  9,336,032.12 ","  129,746,344.40 ","  87,796.79 ",  -   ,"  17,539,202.25 ",  -   ,  -   ,  -   ,  -   ,"  183,768.98 ","  118,276.90 ",  -   ,  -   ,"  10,719,033.00 ",  -   ,"  169,554,218.99 ","  200,602,481.00 ",  -   ,"  200,602,481.00 ","  431,596,621.50 "
  658 , เทศบาลเมืองท่าช้าง, เมืองจันทบุรี, จันทบุรี,  11.75 ,"  13,791.00 ","  1,194,717.96 ","  43,947.00 ",  -   ,"  2,569,584.00 ",  -   ,  -   ,  -   ,  -   ,  -   ,"  3,611,395.44 ","  744,747.53 ","  494,115.00 ","  54,523.43 ","  8,713,030.36 ","  1,241,982.22 ",  -   ,"  5,510,441.97 ","  22,397,144.30 ","  51,813.70 ",  -   ,"  10,352,204.86 ",  -   ,  -   ,  -   ,  -   ,"  119,394.92 ","  92,080.78 ",  -   ,  -   ,"  12,685,415.00 ",  -   ,"  52,450,477.75 ","  36,499,187.00 ","  51,768.00 ","  36,550,955.00 ","  97,714,463.11 "
  659 , เทศบาลตำบลพวา, แก่งหางแมว, จันทบุรี,  388.32 ,"  10,688.00 ","  21,337.04 ",  -   ,  -   ,"  19,735.00 ",  -   ,  -   ,  -   ,  -   ,  -   ,"  180,182.40 ","  319,589.43 ","  442,993.00 ","  68,907.00 ","  1,052,743.87 ","  1,086,102.18 ",  -   ,"  4,293,060.41 ","  9,816,054.84 ","  40,218.39 ",  -   ,"  8,064,620.07 ",  -   ,  -   ,  -   ,  -   ,"  92,675.71 ","  71,675.75 ",  -   ,  -   ,  -   ,  -   ,"  23,464,407.35 ","  32,165,055.00 ","  10,332,343.00 ","  42,497,398.00 ","  67,014,549.22 "
  660 , เทศบาลตำบลเกวียนหัก, ขลุง, จันทบุรี,  41.52 ,"  4,542.00 ","  65,693.14 ",  -   ,  164.07 ,"  217,290.10 ",  -   ,  -   ,  -   ,  -   ,  -   ,"  1,000,913.91 ","  220,518.54 ",  -   ,"  50,313.00 ","  1,554,892.76 ","  806,663.97 ",  -   ,"  1,846,775.48 ","  7,324,915.85 ","  17,306.37 ",  -   ,"  3,469,233.05 ",  -   ,  -   ,  -   ,  -   ,"  39,879.27 ","  30,835.52 ",  -   ,  -   ,"  1,431,350.00 ",  -   ,"  14,966,959.51 ","  19,206,764.00 ","  17,235.00 ","  19,223,999.00 ","  35,745,851.27 "
  661 , เทศบาลตำบลซึ้ง, ขลุง, จันทบุรี,  50.20 ,"  5,087.00 ","  42,529.02 ",  -   ,  48.70 ,"  57,232.00 ",  -   ,  -   ,  -   ,  -   ,  -   ,"  302,081.85 ","  157,815.85 ",  -   ,"  112,340.00 ","  672,047.42 ","  825,988.99 ",  -   ,"  2,024,279.85 ","  7,408,243.54 ","  18,913.90 ",  -   ,"  3,802,475.06 ",  -   ,  -   ,  -   ,  -   ,"  43,583.53 ","  33,775.84 ",  -   ,  -   ,"  1,697,982.00 ",  -   ,"  15,855,242.71 ","  14,185,631.00 ","  13,336,319.00 ","  27,521,950.00 ","  44,049,240.13 "
  662 , เทศบาลตำบลตกพรม, ขลุง, จันทบุรี,  85.75 ,"  4,162.00 ","  38,837.63 ",  -   ,  889.31 ,"  28,760.00 ",  -   ,  -   ,  -   ,  -   ,  -   ,"  289,405.93 ","  148,151.78 ","  601,473.00 ","  16,530.00 ","  1,124,047.65 ","  795,468.33 ",  -   ,"  1,688,109.43 ","  7,673,302.27 ","  15,634.84 ",  -   ,"  3,170,491.80 ",  -   ,  -   ,  -   ,  -   ,"  36,027.54 ","  28,108.63 ",  -   ,  -   ,"  1,110,767.00 ",  -   ,"  14,517,909.84 ","  22,891,261.00 ","  5,640,219.00 ","  28,531,480.00 ","  44,173,437.49 "
  663 , เทศบาลตำบลบ่อ, ขลุง, จันทบุรี,  85.10 ,"  7,199.00 ","  19,262.28 ",  -   ,"  13,741.12 ","  110,206.90 ",  -   ,  -   ,  -   ,  -   ,  -   ,"  373,952.00 ","  362,406.78 ",  -   ,"  29,608.81 ","  909,177.89 ","  888,063.57 ",  -   ,"  2,908,133.08 ","  8,803,807.38 ","  27,004.26 ",  -   ,"  5,462,114.82 ",  -   ,  -   ,  -   ,  -   ,"  62,226.25 ","  48,452.76 ",  -   ,  -   ,"  3,130,536.00 ",  -   ,"  21,330,338.12 ","  26,880,583.00 ",  -   ,"  26,880,583.00 ","  49,120,099.01 "
  664 , เทศบาลตำบลบ่อเวฬุ, ขลุง, จันทบุรี,  275.73 ,"  4,354.00 ","  23,207.00 ",  -   ,"  20,097.09 ","  7,719.00 ",  -   ,  -   ,  -   ,  -   ,  -   ,"  130,747.80 ","  180,199.12 ","  755,750.00 ","  112,500.00 ","  1,230,220.01 ","  804,901.44 ",  -   ,"  1,766,674.91 ","  7,901,426.82 ","  16,421.66 ",  -   ,"  3,318,266.54 ",  -   ,  -   ,  -   ,  -   ,"  37,840.62 ","  29,441.82 ",  -   ,  -   ,"  231,481.00 ",  -   ,"  14,106,454.81 ","  17,401,838.00 ","  22,097,316.38 ","  39,499,154.38 ","  54,835,829.20 "
  665 , เทศบาลตำบลวันยาว, ขลุง, จันทบุรี,  26.86 ,"  5,649.00 ","  47,450.24 ",  -   ,  -   ,"  128,054.00 ",  -   ,  -   ,  -   ,  -   ,  -   ,"  590,650.40 ","  232,606.72 ",  -   ,"  4,425.00 ","  1,003,186.36 ","  857,115.71 ",  -   ,"  2,242,700.00 ","  8,290,204.98 ","  20,886.62 ",  -   ,"  4,212,511.45 ",  -   ,  -   ,  -   ,  -   ,"  48,129.26 ","  37,391.61 ",  -   ,  -   ,"  743,477.00 ",  -   ,"  16,452,416.63 ","  15,199,964.00 ","  1,858,810.00 ","  17,058,774.00 ","  34,514,376.99 "
  666 , เทศบาลตำบลคลองพลู, เขาคิชฌกูฏ, จันทบุรี,  134.00 ,"  6,662.00 ","  69,266.05 ",  -   ,"  4,972.24 ","  26,797.00 ",  -   ,  -   ,  -   ,  -   ,  -   ,"  98,000.90 ","  172,589.82 ",  -   ,"  98,700.00 ","  470,326.01 ","  908,944.73 ",  -   ,"  2,667,704.78 ","  8,517,532.45 ","  24,749.20 ",  -   ,"  5,010,454.47 ",  -   ,  -   ,  -   ,  -   ,"  57,029.88 ","  44,437.55 ",  -   ,  -   ,"  2,212,319.00 ",  -   ,"  19,443,172.06 ","  21,174,060.00 ","  15,022,128.95 ","  36,196,188.95 ","  56,109,687.02 "
  667 , เทศบาลตำบลจันทเขลม, เขาคิชฌกูฏ, จันทบุรี,  225.00 ,"  6,019.00 ","  29,653.43 ",  -   ,"  14,833.01 ","  25,374.00 ",  -   ,  -   ,  -   ,  -   ,  -   ,"  248,859.75 ","  111,006.70 ",  -   ,"  65,681.53 ","  495,408.42 ","  885,273.97 ",  -   ,"  2,402,412.28 ","  8,314,226.51 ","  22,226.85 ",  -   ,"  4,511,959.21 ",  -   ,  -   ,  -   ,  -   ,"  51,217.58 ","  39,992.67 ",  -   ,  -   ,"  450,575.00 ",  -   ,"  16,677,884.07 ","  15,337,048.00 ",  -   ,"  15,337,048.00 ","  32,510,340.49 "
  668 , เทศบาลตำบลชากไทย, เขาคิชฌกูฏ, จันทบุรี,  86.56 ,"  4,311.00 ","  32,965.64 ","  5,052.00 ","  33,377.69 ","  50,208.00 ",  -   ,  -   ,  -   ,  -   ,  -   ,"  445,740.00 ","  140,464.73 ",  -   ,"  12,527.77 ","  720,335.83 ","  812,347.44 ",  -   ,"  1,734,199.63 ","  7,257,738.66 ","  16,225.90 ",  -   ,"  3,257,661.27 ",  -   ,  -   ,  -   ,  -   ,"  29,230.98 ","  37,103.73 ",  -   ,  -   ,"  1,287,565.00 ",  -   ,"  14,432,072.61 ","  18,439,554.00 ",  -   ,"  18,439,554.00 ","  33,591,962.44 "
  669 , เทศบาลตำบลตะเคียนทอง, เขาคิชฌกูฏ, จันทบุรี,  217.00 ,"  4,529.00 ","  18,840.74 ",  -   ,"  18,012.00 ","  47,524.00 ",  -   ,  -   ,  -   ,  -   ,  -   ,"  148,308.88 ","  226,473.67 ",  -   ,"  25,840.35 ","  484,999.64 ","  820,645.68 ",  -   ,"  1,816,622.42 ","  7,529,590.21 ","  16,752.96 ",  -   ,"  3,411,589.93 ",  -   ,  -   ,  -   ,  -   ,"  38,604.03 ","  30,218.37 ",  -   ,  -   ,"  1,411,183.00 ","  1,387.10 ","  15,076,593.70 ","  17,364,069.00 ","  11,304,254.00 ","  28,668,323.00 ","  44,229,916.34 "
  670 , เทศบาลตำบลพลวง, เขาคิชฌกูฏ, จันทบุรี,  103.00 ,"  7,503.00 ","  14,661.21 ","  13,457.21 ","  21,411.00 ","  608,439.00 ",  -   ,  -   ,  -   ,  -   ,  -   ,"  1,038,778.39 ","  395,579.08 ","  1,702,500.43 ","  97,725.57 ","  3,892,551.89 ","  875,673.67 ",  -   ,"  3,058,944.85 ","  8,810,277.60 ","  28,717.21 ",  -   ,"  5,746,526.00 ",  -   ,  -   ,  -   ,  -   ,"  66,173.39 ","  51,096.63 ",  -   ,  -   ,"  2,351,173.00 ",  -   ,"  20,988,582.35 ","  27,192,564.00 ","  4,281,109.00 ","  31,473,673.00 ","  56,354,807.24 "
  671 , เทศบาลตำบลเขาบายศรี, ท่าใหม่, จันทบุรี,  62.30 ,"  6,212.00 ","  63,605.57 ",  -   ,  -   ,"  158,976.00 ",  -   ,  -   ,  -   ,  -   ,  -   ,"  920,913.40 ","  527,977.40 ",  -   ,"  100,133.88 ","  1,771,606.25 ","  843,227.48 ",  -   ,"  2,490,352.45 ","  8,493,884.98 ","  23,160.49 ",  -   ,"  4,677,562.29 ",  -   ,  -   ,  -   ,  -   ,"  80,082.13 ","  41,507.00 ",  -   ,  -   ,"  2,923,779.00 ",  -   ,"  19,573,555.82 ","  24,712,694.00 ","  18,417,528.31 ","  43,130,222.31 ","  64,475,384.38 "
  672 , เทศบาลตำบลเขาวัว-พลอยแหวน, ท่าใหม่, จันทบุรี,  26.50 ,"  3,588.00 ","  238,541.22 ",  -   ,  356.25 ,"  1,107,535.00 ",  -   ,  -   ,  -   ,  -   ,  -   ,"  1,365,825.35 ","  161,610.47 ",  -   ,"  51,590.70 ","  2,925,458.99 ","  716,884.23 ",  -   ,"  1,446,664.15 ","  7,156,324.04 ","  14,422.77 ",  -   ,"  2,717,512.00 ",  -   ,  -   ,  -   ,  -   ,"  31,178.18 ","  24,143.67 ",  -   ,  -   ,"  4,616,953.00 ",  -   ,"  16,724,082.04 ","  10,281,865.00 ","  7,900,682.00 ","  18,182,547.00 ","  37,832,088.03 "
  673 , เทศบาลตำบลเนินสูง, ท่าใหม่, จันทบุรี,  8.95 ,"  3,080.00 ","  318,816.00 ","  2,875.00 ",  -   ,"  643,225.00 ",  -   ,  -   ,  -   ,  -   ,  -   ,"  2,285,363.20 ","  5,268,890.32 ",  -   ,"  175,694.54 ","  8,694,864.06 ","  591,711.67 ",  -   ,"  1,233,287.22 ","  12,859,853.36 ","  11,444.72 ",  -   ,"  2,316,358.22 ",  -   ,  -   ,  -   ,  -   ,"  26,372.20 ","  20,544.89 ",  -   ,  -   ,"  2,011,197.00 ",  -   ,"  19,070,769.28 ","  13,885,759.00 ","  6,125,500.00 ","  20,011,259.00 ","  47,776,892.34 "
  674 , เทศบาลตำบลสองพี่น้อง, ท่าใหม่, จันทบุรี,  74.10 ,"  7,619.00 ","  78,030.43 ",  -   ,  -   ,"  182,946.00 ",  -   ,  -   ,  -   ,  -   ,  -   ,"  457,323.50 ","  303,106.62 ",  -   ,"  123,300.00 ","  1,144,706.55 ","  901,653.16 ",  -   ,"  3,040,126.17 ","  8,979,864.82 ","  28,276.73 ",  -   ,"  5,710,199.66 ",  -   ,  -   ,  -   ,  -   ,"  65,158.41 ","  50,671.56 ",  -   ,  -   ,"  2,641,692.00 ",  -   ,"  21,417,642.51 ","  37,435,893.25 ",  -   ,"  37,435,893.25 ","  59,998,242.31 "
  675 , เทศบาลตำบลหนองคล้า, ท่าใหม่, จันทบุรี,  17.25 ,"  3,963.00 ","  103,159.13 ",  -   ,"  1,792.60 ","  698,703.65 ",  -   ,  -   ,  -   ,  -   ,  -   ,"  570,600.50 ","  1,127,772.30 ",  -   ,"  12,097.00 ","  2,514,125.18 ","  671,195.01 ",  -   ,"  1,595,528.64 ","  14,076,058.06 ","  14,817.90 ",  -   ,"  2,996,762.40 ",  -   ,  -   ,  -   ,  -   ,"  26,694.46 ","  34,034.78 ",  -   ,  -   ,"  1,708,590.00 ",  -   ,"  21,123,681.25 ","  20,170,705.00 ","  42,958.00 ","  20,213,663.00 ","  43,851,469.43 "
  676 , เทศบาลตำบลช้างข้าม, นายายอาม, จันทบุรี,  50.00 ,"  4,844.00 ","  26,182.69 ",  -   ,  474.90 ,"  30,118.00 ",  -   ,  -   ,  -   ,  -   ,  -   ,"  202,374.03 ","  100,044.58 ",  -   ,"  35,050.00 ","  394,244.20 ","  835,599.81 ",  -   ,"  1,956,288.47 ","  7,937,560.13 ","  18,145.90 ",  -   ,"  3,674,267.97 ",  -   ,  -   ,  -   ,  -   ,"  40,909.78 ","  32,585.62 ",  -   ,  -   ,"  1,296,805.00 ",  -   ,"  15,792,162.68 ","  14,993,419.00 ","  2,974,882.57 ","  17,968,301.57 ","  34,154,708.45 "
  677 , เทศบาลตำบลนายายอาม, นายายอาม, จันทบุรี,  11.15 ,"  3,589.00 ","  190,987.48 ","  7,744.00 ",  -   ,"  535,751.00 ","  29,040.00 ",  -   ,  -   ,  -   ,  -   ,"  624,169.86 ","  249,722.28 ",  -   ,"  22,090.01 ","  1,659,504.63 ","  668,278.12 ",  -   ,"  1,440,328.01 ","  13,867,206.54 ","  13,391.07 ",  -   ,"  2,705,314.36 ",  -   ,  -   ,  -   ,  -   ,"  30,857.20 ","  24,004.42 ",  -   ,  -   ,"  1,205,321.00 ",  -   ,"  19,954,700.72 ","  15,425,462.00 ","  2,113,563.00 ","  17,539,025.00 ","  39,153,230.35 "
  678 , เทศบาลตำบลสนามไชย, นายายอาม, จันทบุรี,  50.00 ,"  4,499.00 ","  70,518.36 ",  -   ,  -   ,"  61,885.00 ",  -   ,  -   ,  -   ,  -   ,  -   ,"  311,455.00 ","  125,377.42 ","  1,301,917.00 ","  130,661.36 ","  2,001,814.14 ","  795,539.60 ",  -   ,"  1,793,787.09 ","  7,303,827.88 ","  16,598.60 ",  -   ,"  3,368,913.05 ",  -   ,  -   ,  -   ,  -   ,"  703,080.44 ","  29,862.07 ",  -   ,  -   ,"  1,410,912.00 ","  2,188.50 ","  15,424,709.23 ","  12,914,461.00 ","  15,159,998.00 ","  28,074,459.00 ","  45,500,982.37 "
  679 , เทศบาลตำบลคลองใหญ่, โป่งน้ำร้อน, จันทบุรี,  193.50 ,"  5,247.00 ","  49,137.54 ","  30,370.84 ","  13,637.00 ","  75,022.00 ",  -   ,  -   ,  -   ,  -   ,  -   ,"  1,155,437.90 ","  1,675,044.30 ","  4,644,233.00 ","  54,064.15 ","  7,696,946.73 ","  757,835.29 ",  -   ,"  2,102,319.91 ","  7,300,989.11 ","  19,497.43 ",  -   ,"  3,948,530.69 ",  -   ,  -   ,  -   ,  -   ,"  44,928.16 ","  35,016.85 ",  -   ,  -   ,"  16,520.00 ",  -   ,"  14,225,637.44 ","  20,733,773.00 ","  45,505.00 ","  20,779,278.00 ","  42,701,862.17 "
  680 , เทศบาลตำบลทับไทร, โป่งน้ำร้อน, จันทบุรี,  235.00 ,"  6,230.00 ","  13,380.23 ",  -   ,"  4,571.80 ","  4,927.00 ",  -   ,  -   ,  -   ,  -   ,  -   ,"  247,704.00 ","  355,736.19 ",  -   ,"  37,090.00 ","  663,409.22 ","  873,994.90 ",  -   ,"  2,497,382.95 ","  8,356,326.95 ","  35,094.62 ",  -   ,"  4,692,888.25 ",  -   ,  -   ,  -   ,  -   ,"  415,849.18 ","  41,865.25 ",  -   ,  -   ,"  642,001.00 ",  -   ,"  17,555,403.10 ","  15,844,106.00 ","  52,705.00 ","  15,896,811.00 ","  34,115,623.32 "
  681 , เทศบาลตำบลโป่งน้ำร้อน, โป่งน้ำร้อน, จันทบุรี,  69.00 ,"  9,107.00 ","  276,120.41 ","  14,181.00 ","  9,895.78 ","  585,212.40 ",  -   ,  -   ,  -   ,  -   ,  -   ,"  1,761,007.90 ","  772,894.25 ",  -   ,"  616,219.39 ","  4,035,531.13 ","  944,138.07 ",  -   ,"  3,554,822.49 ","  18,474,691.82 ","  33,750.62 ",  -   ,"  6,679,476.15 ",  -   ,  -   ,  -   ,  -   ,"  77,771.96 ","  59,538.37 ",  -   ,  -   ,"  2,008,315.00 ",  -   ,"  31,832,504.48 ","  35,464,294.00 ","  86,335.00 ","  35,550,629.00 ","  71,418,664.61 "
  682 , เทศบาลตำบลหนองตาคง, โป่งน้ำร้อน, จันทบุรี,  128.24 ,"  9,899.00 ","  177,867.40 ","  365,670.00 ","  163,788.11 ","  304,409.00 ",  -   ,  -   ,  -   ,  -   ,  -   ,"  857,207.75 ","  405,498.76 ","  1,128,633.00 ","  37,030.00 ","  3,440,104.02 ","  1,010,298.43 ",  -   ,"  3,981,569.49 ","  9,556,833.71 ","  36,815.10 ",  -   ,"  7,477,686.05 ",  -   ,  -   ,  -   ,  -   ,"  84,833.45 ","  66,271.55 ",  -   ,  -   ,"  1,238,861.00 ",  -   ,"  23,453,168.78 ","  33,395,020.00 ","  13,503,033.00 ","  46,898,053.00 ","  73,791,325.80 "
  683 , เทศบาลตำบลฉมัน, มะขาม, จันทบุรี,  86.50 ,"  4,369.00 ","  84,382.17 ",  864.00 ,"  4,777.64 ","  61,372.00 ",  -   ,  -   ,  -   ,  -   ,  -   ,"  38,864.62 ","  173,176.92 ",  -   ,"  128,750.00 ","  492,187.35 ","  799,808.80 ",  -   ,"  1,740,617.42 ","  7,232,554.77 ","  16,052.72 ",  -   ,"  3,268,856.19 ",  -   ,  -   ,  -   ,  -   ,"  36,990.47 ","  28,954.30 ",  -   ,  -   ,"  1,310,597.00 ",  -   ,"  14,434,431.67 ","  11,849,760.00 ","  24,330,481.00 ","  36,180,241.00 ","  51,106,860.02 "
  684 , เทศบาลตำบลท่าหลวง, มะขาม, จันทบุรี,  33.52 ,"  2,557.00 ","  60,126.98 ",  -   ,"  2,061.88 ","  26,291.00 ","  3,780.00 ",  -   ,  -   ,  -   ,  -   ,"  299,183.40 ","  126,954.31 ",  -   ,"  20,880.00 ","  539,277.57 ","  708,094.57 ",  -   ,"  1,019,113.49 ","  8,860,166.34 ","  9,490.83 ",  -   ,"  1,914,221.54 ",  -   ,  -   ,  -   ,  -   ,"  21,869.83 ","  16,991.21 ",  -   ,  -   ,"  1,741,797.00 ",  -   ,"  14,291,744.81 ","  9,281,111.00 ",  -   ,"  9,281,111.00 ","  24,112,133.38 "
  685 , เทศบาลตำบลปัถวี, มะขาม, จันทบุรี,  210.00 ,"  7,605.00 ","  50,190.04 ","  1,674.00 ","  11,391.39 ","  287,295.00 ",  -   ,  -   ,  -   ,  -   ,  -   ,"  434,359.50 ","  140,524.09 ",  -   ,"  126,050.32 ","  1,051,484.34 ","  917,857.28 ",  -   ,"  3,035,355.46 ","  8,844,842.32 ","  28,239.09 ",  -   ,"  5,701,263.82 ",  -   ,  -   ,  -   ,  -   ,"  65,071.65 ","  50,594.85 ",  -   ,  -   ,"  2,931,863.00 ",  -   ,"  21,575,087.47 ","  21,362,907.00 ",  -   ,"  21,362,907.00 ","  43,989,478.81 "
  686 , เทศบาลตำบลมะขาม, มะขาม, จันทบุรี,  0.76 ,"  1,776.00 ","  47,568.79 ",  -   ,  509.20 ,"  205,419.00 ",  -   ,  -   ,  -   ,  -   ,  -   ,"  240,922.04 ","  783,335.77 ","  160,278.00 ","  380,155.49 ","  1,818,188.29 ","  625,555.33 ",  -   ,"  723,229.89 ","  12,010,243.76 ","  6,821.65 ",  -   ,"  1,358,775.94 ",  -   ,  -   ,  -   ,  -   ,"  15,719.22 ","  12,094.25 ",  -   ,  -   ,"  1,082,024.00 ","  1,629.60 ","  15,836,093.64 ","  13,506,597.00 ","  7,164.00 ","  13,513,761.00 ","  31,168,042.93 "
  687 , เทศบาลตำบลมะขามเมืองใหม่, มะขาม, จันทบุรี,  83.75 ,"  6,023.00 ","  271,916.16 ","  201,128.40 ","  35,616.57 ","  696,117.20 ",  -   ,  -   ,  -   ,  -   ,  -   ,"  2,168,367.00 ","  1,158,959.19 ","  280,135.00 ","  194,108.45 ","  5,006,347.97 ","  806,989.27 ",  -   ,"  2,443,312.25 ","  8,432,175.80 ","  22,497.91 ",  -   ,"  4,588,377.11 ",  -   ,  -   ,  -   ,  -   ,"  51,842.18 ","  40,628.51 ",  -   ,  -   ,"  3,602,854.00 ","  1,416.20 ","  19,990,093.23 ","  21,617,615.00 ","  6,651,844.00 ","  28,269,459.00 ","  53,265,900.20 "
  688 , เทศบาลตำบลวังแซ้ม, มะขาม, จันทบุรี,  58.00 ,"  4,261.00 ","  64,774.20 ",  -   ,  -   ,"  36,085.00 ",  -   ,  -   ,  -   ,  -   ,  -   ,"  453,385.30 ","  180,073.79 ",  -   ,"  37,450.00 ","  771,768.29 ","  786,492.68 ",  -   ,"  1,704,450.37 ","  7,261,712.87 ","  15,860.72 ",  -   ,"  3,201,457.41 ",  -   ,  -   ,  -   ,  -   ,"  36,548.05 ","  28,412.10 ",  -   ,  -   ,"  2,104,662.00 ",  -   ,"  15,139,596.20 ","  22,852,837.71 ",  -   ,"  22,852,837.71 ","  38,764,202.20 "
  689 , เทศบาลตำบลอ่างคีรี, มะขาม, จันทบุรี,  62.70 ,"  5,443.00 ","  42,071.46 ","  2,199.00 ","  9,565.47 ","  48,045.00 ",  -   ,  -   ,  -   ,  -   ,  -   ,"  579,932.00 ","  225,431.43 ","  2,290,025.00 ","  128,291.05 ","  3,325,560.41 ","  807,500.28 ",  -   ,"  2,180,688.32 ","  8,169,925.56 ","  20,352.02 ",  -   ,"  4,096,192.10 ",  -   ,  -   ,  -   ,  -   ,"  722,699.95 ","  36,375.77 ",  -   ,  -   ,"  3,169,165.00 ","  1,503.50 ","  19,204,402.50 ","  38,231,819.00 ",  -   ,"  38,231,819.00 ","  60,761,781.91 "
  690 , เทศบาลตำบลเกาะขวาง, เมืองจันทบุรี, จันทบุรี,  22.88 ,"  16,170.00 ","  244,506.70 ",  -   ,  596.60 ,"  331,961.00 ",  -   ,  -   ,  -   ,  -   ,  -   ,"  1,376,599.72 ","  593,567.86 ",  -   ,"  134,930.00 ","  2,682,161.88 ","  1,370,872.35 ",  -   ,"  6,348,109.22 ","  10,683,902.02 ","  58,563.82 ",  -   ,"  11,921,733.50 ",  -   ,  -   ,  -   ,  -   ,"  134,949.29 ","  105,605.70 ",  -   ,  -   ,"  9,212,633.00 ",  -   ,"  39,836,368.90 ","  36,126,910.00 ","  9,070,410.12 ","  45,197,320.12 ","  87,715,850.90 "
  691 , เทศบาลตำบลค่ายเนินวง, เมืองจันทบุรี, จันทบุรี,  122.50 ,"  5,897.00 ","  116,371.00 ",  -   ,  -   ,"  258,635.00 ",  -   ,  -   ,  -   ,  -   ,  -   ,"  413,746.00 ","  99,429.13 ","  207,604.00 ","  119,052.30 ","  1,214,837.43 ","  842,045.92 ",  -   ,"  2,345,581.22 ","  8,218,625.31 ","  21,688.49 ",  -   ,"  4,405,178.76 ",  -   ,  -   ,  -   ,  -   ,"  49,977.04 ","  39,041.32 ",  -   ,  -   ,"  2,354,028.00 ",  -   ,"  18,276,166.06 ","  22,603,365.00 ",  -   ,"  22,603,365.00 ","  42,094,368.49 "
  692 , เทศบาลตำบลบางกะจะ, เมืองจันทบุรี, จันทบุรี,  9.00 ,"  5,092.00 ","  109,672.00 ",  -   ,  -   ,"  27,419.00 ",  -   ,  -   ,  -   ,  -   ,  -   ,"  288,238.70 ","  513,105.22 ",  -   ,"  2,200.00 ","  940,634.92 ","  737,092.55 ",  -   ,"  2,044,631.28 ","  14,916,583.56 ","  19,083.31 ",  -   ,"  3,840,627.38 ",  -   ,  -   ,  -   ,  -   ,"  43,973.90 ","  34,106.60 ",  -   ,  -   ,"  2,721,579.00 ",  -   ,"  24,357,677.58 ","  20,136,110.00 ","  46,968.00 ","  20,183,078.00 ","  45,481,390.50 "
  693 , เทศบาลตำบลพลับพลา, เมืองจันทบุรี, จันทบุรี,  23.20 ,"  6,195.00 ","  35,266.30 ",  -   ,  -   ,"  35,924.00 ",  -   ,  -   ,  -   ,  -   ,  -   ,"  369,724.32 ","  104,732.90 ",  -   ,"  41,510.17 ","  587,157.69 ","  866,130.51 ",  -   ,"  2,474,361.75 ","  8,435,721.07 ","  23,070.14 ",  -   ,"  4,647,742.77 ",  -   ,  -   ,  -   ,  -   ,"  53,160.80 ","  41,265.01 ",  -   ,  -   ,"  2,068,045.00 ",  -   ,"  18,609,497.05 ","  23,954,812.69 ","  19,110,545.00 ","  43,065,357.69 ","  62,262,012.43 "
  694 , เทศบาลตำบลพลับพลานารายณ์, เมืองจันทบุรี, จันทบุรี,  12.90 ,"  10,450.00 ","  464,647.75 ","  132,418.70 ",  242.65 ,"  2,305,297.00 ",  -   ,  -   ,  -   ,  -   ,  -   ,"  1,286,823.20 ","  1,002,814.10 ",  -   ,"  368,815.00 ","  5,561,058.40 ","  1,049,259.55 ",  -   ,"  4,242,687.15 ","  20,257,978.62 ","  39,834.39 ",  -   ,"  7,970,317.14 ",  -   ,  -   ,  -   ,  -   ,"  91,790.86 ","  70,871.49 ",  -   ,  -   ,"  5,097,333.00 ",  -   ,"  38,820,072.20 ","  30,752,644.00 ","  2,776,955.00 ","  33,529,599.00 ","  77,910,729.60 "
